condition	media	bigg_ids	mapping_confidence	n_experiments	wt_growth	wt_grows	missing_exchanges	n_ko_no_growth	n_genes_fitness_below_threshold
Sodium L-Lactate	ShewMM_noCarbon	lac__L	high	2	0.4333120311821235	True		66	113
Sodium pyruvate	ShewMM_noCarbon	pyr	high	2	0.35933192829230226	True		66	123
Sodium propionate	ShewMM_noCarbon	ppa	high	2	0.4121748589235185	True		68	146
N-Acetyl-D-Glucosamine	ShewMM_noCarbon	acgam	high	2	1.1863606315616106	True		69	124
Adenosine	ShewMM_noCarbon	adn	high	2	1.1497015594609257	True		64	126
Uridine	ShewMM_noCarbon	uri	high	2	0.8445846101520903	True		61	132
Inosine	ShewMM_noCarbon	ins	high	2	1.1370703349343936	True		64	126
Cytidine	ShewMM_noCarbon	cytd	high	2	0.8567203708286752	True		61	130
Sodium D,L-Lactate	ShewMM_noCarbon	lac__D;lac__L	high	1	0.8665286811989414	True		65	149
L-Glutamine	ShewMM_noCarbon	gln__L	high	2	0.680106127460532	True		66	97
L-Isoleucine	ShewMM_noCarbon	ile__L	high	2	0.0	False		713	175
casamino acids	ShewMM_noCarbon	ala__L;arg__L;asn__L;asp__L;cys__L;glu__L;gln__L;gly;his__L;ile__L;leu__L;lys__L;met__L;phe__L;pro__L;ser__L;thr__L;tyr__L;val__L	medium	2	5.359472252232947	True	EX_met__L_e;EX_phe__L_e	58	49
